Instance ATime AGood AGoodD AGoodBR AGoodBC ABorderC ABorderR ABlocksTry ABlocks AAveNZs AMaxNZs AMinNZs AisDBDF KMaxTime KTimeRemove KNRemove KNRemoveInner KTimeMerge KNMerge KNMergeInner KTimeComm KNComm KTimeOverall KGood KGoodD KGoodB Kborder KNBlocks KNBlocksNonT KAveNZs KMaxNZs KMinNZs KTimeToBest KIterOuterBest KNMergeInnerBest KNRemoveInnerBest RootBound RootGap TimeRootNode
optmilp_20180405_decomp_community1_v940m5b_community_stats1_auto4_bench/batho_improved_decomp_community1_log.txt:FS: 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 -1 0 4.409 3 133 0.224 2 26 3.552 33 4.653 0.462 0.800 0.578 0.110 71 71 3082.380 96461 56 2.905 0 8 89 30.594 1.340781E156 3581.784
optmilp_20180405_decomp_community1_v940m5b_community_stats1_auto4_bench/batho_orig_decomp_community1_log.txt:FS: 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 -1 0 7.413 5 176 1.135 5 116 6.089 53 8.577 0.471 0.833 0.566 0.114 88 88 2833.523 100297 5 3.275 0 24 80 33.666 1.340781E156 3573.521
optmilp_20180405_decomp_community1_v940m5b_community_stats1_auto4_bench/bc1_decomp_community1_log.txt:FS: 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 -1 0 10.084 2 610 0.229 1 99 8.192 339 10.330 0.056 0.962 0.058 0.570 81 81 18.173 251 15 8.941 0 0 469 2.189 53.814 79.921
optmilp_20180405_decomp_community1_v940m5b_community_stats1_auto4_bench/bc_decomp_community1_log.txt:FS: 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 -1 0 12.345 2 503 0.002 1 0 10.587 234 12.362 0.128 0.994 0.129 0.410 162 162 15.130 36 15 12.354 0 0 500 4.289 63.206 95.029
optmilp_20180405_decomp_community1_v940m5b_community_stats1_auto4_bench/bdry0_79_decomp_community1_log.txt:FS: 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 -1 0 1.282 5 103 0.508 5 277 1.139 42 1.803 0.656 0.826 0.794 0.046 11 11 3221.273 7365 4 1.793 4 271 103 0.000 1.340781E156 3588.251
optmilp_20180405_decomp_community1_v940m5b_community_stats1_auto4_bench/bdry1_79_decomp_community1_log.txt:FS: 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 -1 0 1.280 5 103 0.510 5 277 1.137 42 1.803 0.656 0.826 0.794 0.046 11 11 3221.273 7365 4 1.794 4 271 103 24.628 1.340781E156 794.932
optmilp_20180405_decomp_community1_v940m5b_community_stats1_auto4_bench/beasleyc3_decomp_community1_log.txt:FS: 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 -1 0 0.108 5 85 0.051 5 141 0.082 42 0.162 0.782 0.950 0.823 0.039 56 56 53.357 226 2 0.033 0 12 18 551.772 60.936 6.468
optmilp_20180405_decomp_community1_v940m5b_community_stats1_auto4_bench/bell3a_decomp_community1_log.txt:FS: 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 -1 0 0.007 5 16 0.005 5 30 0.004 17 0.015 0.328 0.524 0.626 0.094 5 5 35.600 114 2 0.006 0 7 4 873792.059 0.531 0.834
optmilp_20180405_decomp_community1_v940m5b_community_stats1_auto4_bench/bell5_decomp_community1_log.txt:FS: 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 -1 0 0.001 1 3 0.002 1 10 0.001 3 0.006 0.566 0.694 0.815 0.041 5 5 29.400 58 2 0.006 0 8 3 8963912.104 0.028 0.493
optmilp_20180405_decomp_community1_v940m5b_community_stats1_auto4_bench/berlin52MTZ_decomp_community1_log.txt:FS: 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 -1 0 0.320 4 56 1.623 4 1083 0.286 40 1.948 0.069 0.256 0.269 0.262 522 522 14.517 6536 2 0.644 1 279 33 7163.000 5.668 196.496
