Instance,ATime,AGood,AGoodD,AGoodBR,AGoodBC,ABorderC,ABorderR,ABlocksTry,ABlocks,AAveNZs,AMaxNZs,AMinNZs,AisDBDF,KMaxTime,KTimeRemove,KNRemove,KNRemoveInner,KTimeMerge,KNMerge,KNMergeInner,KTimeComm,KNComm,KTimeOverall,KGood,KGoodD,KGoodB,Kborder,KNBlocks,KNBlocksNonT,KAveNZs,KMaxNZs,KMinNZs,KTimeToBest,KIterOuterBest,KNMergeInnerBest,KNRemoveInnerBest,RootBound,RootGap,TimeRootNode,result_status,solution_status,objective,best_bound,relative_gap,nodes,presolve_time,solution_time
bley_xl1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOLVED,OPTIMAL_RGAP,190.0000,190.0000,0.0000%,1,14.88,21.09
blp_ar98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LIMIT,TIME_LIM_SOL,"6,223.8591","6,168.5747",0.8962%,259403,3.13,3599.94
blp_ic97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LIMIT,TIME_LIM_SOL,"4,076.6195","3,970.0692",2.6838%,366924,1.74,3599.97
blp_ir98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOLVED,OPTIMAL_RGAP,"2,342.3155","2,342.2597",0.0024%,2172,2.31,19.27
bmik_250_10_100_3,0.012,0.188,0.488,1,0.386,0.048,0,2,2,1060.5,1225,896,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-70122.348,0.263,9.384,SOLVED,OPTIMAL_RGAP,"-69,938.0000","-69,938.9167",0.0013%,11,0.09,36.44
bmik_500_10_100_5,0.009,0.188,0.5,0.975,0.386,0.048,0.005,2,2,1253.5,1261,1246,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-68073.714,0.24,19.252,SOLVED,OPTIMAL_RGAP,"-67,910.0000","-67,911.6970",0.0025%,37,0.38,101.67
bmik_500_5_75_4,0.009,0.217,0.454,0.909,0.525,0.032,0.019,2,2,549,715,383,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-51781.232,0.277,1.428,SOLVED,OPTIMAL_RGAP,"-51,638.0005","-51,642.5000",0.0087%,21,0.33,21.20
bnatt350,0.066,0.086,0.498,0.99,0.175,0.087,0.002,2,2,6828.5,7207,6450,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.340781E156,1581.671,LIMIT,TIME_LIM_NOSOL,,0.0000,,4,0.47,3599.88
bnatt400,0.071,0.074,0.494,0.992,0.151,0.095,0.002,2,2,7509.5,8298,6721,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.340781E156,3584.624,LIMIT,TIME_LIM_NOSOL,,0.0000,,2,0.53,3599.88
boa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LIMIT,TIME_LIM_SOL,"-1,768.0000","-1,774.6262",0.3734%,8355619,0.20,3599.98
boa8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOLVED,OPTIMAL,0.4800,0.4800,0.0000%,1,0.07,0.08
boa_mpo72,0.027,0.09,0.946,0.096,1,0,0.47,2,38,638.447,2808,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.437,0.005,2.467,SOLVED,OPTIMAL_RGAP,26.4362,26.4374,0.0046%,1,1.52,23.02
bridge13_06APR28,0.089,0.101,0.5,0.853,0.237,0.072,0.032,2,2,8240.5,8376,8105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13,1.340781E156,3598.456,LIMIT,TIME_LIM_NOSOL,,-13.0000,,1,0.87,3599.85
bsnf,8.177,0.622,0.779,0.93,0.858,0.008,0.014,5,835,1219.182,280228,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103556882.89,4427.907,2616.463,LIMIT,TIME_LIM_SOL,"4,688,959,340.4000","103,556,882.8900",4427.9070%,1,7.81,3590.15
buildingenergy,4.915,0.904,0.95,0.998,0.953,0.002,0,22,28,31549.536,58375,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33283.619,132.557,2032.488,LIMIT,TIME_LIM_SOL,"77,403.4353","33,283.6194",132.5571%,1,6.54,3595.64
c10400,0.021,0.752,0.998,0.754,1,0,0.057,13,400,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18341.262,0.094,0.5,LIMIT,TIME_LIM_SOL,"-18,334.0000","-18,339.6950",0.0311%,78652,0.19,3599.91
c801600,1.247,0.581,0.999,0.581,1,0,0.109,14,1600,80,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-79743.628,0.048,30.974,SOLVED,OPTIMAL_RGAP,"-79,736.0000","-79,743.5079",0.0094%,751,1.80,1073.25
cap6000,0.004,0.511,0.97,0.527,1,0,0.128,2,34,2.059,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2451503.203,0.013,0.061,SOLVED,OPTIMAL_RGAP,"-2,451,239.0000","-2,451,464.7070",0.0092%,3,0.18,0.69
cardinal,0.005,0.32,0.552,0.751,0.771,0.013,0.057,2,3,117.667,169,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143628.282,1.16,31.771,LIMIT,TIME_LIM_SOL,"145,294.7778","143,647.1938",1.1470%,429,0.01,3599.94
cdma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LIMIT,TIME_LIM_SOL,-383200000000000.0,-6.51749E17,99.9412%,1,13.96,3599.93
censusmtz,0.046,0.35,0.5,0.996,0.703,0.018,0.001,2,2,3061,3145,2977,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.921,8.447,1724.834,ERROR,FAIL_SOL,5.3362,4.9205,8.4471%,1,0.08,1720.48
cflp_m1_d_004_i3,0.627,0.855,0.98,0.877,0.995,0,0.026,22,926,219.67,10522,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73036146.31,47.793,69.813,LIMIT,TIME_LIM_SOL,"84,127,363.3500","75,168,262.2090",11.9187%,1126,0.57,3574.37
cflp_m1_d_006_i2,0.011,0.239,0.985,0.243,0.998,0,0.283,14,114,106.193,576,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2528780.733,1.017,10.403,SOLVED,OPTIMAL_RGAP,"2,554,496.4100","2,554,404.6041",0.0036%,89,0.22,27.70
cflp_m1_d_007_i3,0.014,0.659,0.964,0.713,0.959,0.002,0.068,10,102,54.118,480,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3094631.969,0.327,4.056,SOLVED,OPTIMAL_RGAP,"3,104,771.4200","3,104,770.9320",0.0000%,9,0.07,6.95
cflp_m1_d_008_i5,0.07,0.144,0.986,0.146,1,0,0.385,5,116,18.724,66,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16615036.769,0.624,130.307,LIMIT,TIME_LIM_SOL,"16,697,919.6900","16,668,520.8480",0.1764%,1672,0.85,3594.55
