Instance ATime AGood AGoodD AGoodBR AGoodBC ABorderC ABorderR ABlocksTry ABlocks AAveNZs AMaxNZs AMinNZs AisDBDF KMaxTime KTimeRemove KNRemove KNRemoveInner KTimeMerge KNMerge KNMergeInner KTimeComm KNComm KTimeOverall KGood KGoodD KGoodB Kborder KNBlocks KNBlocksNonT KAveNZs KMaxNZs KMinNZs KTimeToBest KIterOuterBest KNMergeInnerBest KNRemoveInnerBest RootBound RootGap TimeRootNode
optmilp_20180405_decomp_automatic1_v940m5b_automatic4_stats1_hybrid_auto4_bench/c10400_decomp_automatic1_log.txt:FS: 0.004 0.721 0.946 0.762 1.000 0.000 0.054 4 316 12.927 935 10 0 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 -18341.262 0.083 0.706
optmilp_20180405_decomp_automatic1_v940m5b_automatic4_stats1_hybrid_auto4_bench/c801600_decomp_automatic1_log.txt:FS: 0.148 0.575 0.987 0.583 1.000 0.000 0.108 4 1423 90.076 14418 80 0 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 -79743.628 0.066 30.897
optmilp_20180405_decomp_automatic1_v940m5b_automatic4_stats1_hybrid_auto4_bench/cap6000_decomp_automatic1_log.txt:FS: 0.001 0.511 0.970 0.527 1.000 0.000 0.128 4 34 2.059 3 2 0 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 -2451503.203 0.013 0.062
optmilp_20180405_decomp_automatic1_v940m5b_automatic4_stats1_hybrid_auto4_bench/cardinal_decomp_automatic1_log.txt:FS: 0.001 0.165 0.753 0.368 0.595 0.026 0.200 4 5 59.800 110 20 1 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 143676.981 3.002 12.289
optmilp_20180405_decomp_automatic1_v940m5b_automatic4_stats1_hybrid_auto4_bench/censusmtz_decomp_automatic1_log.txt:FS: 0.008 0.190 0.754 0.760 0.330 0.055 0.055 4 8 559.625 1208 2 1 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 4.921 15.317 14.196
optmilp_20180405_decomp_automatic1_v940m5b_automatic4_stats1_hybrid_auto4_bench/cflp_m1_d_004_i3_decomp_automatic1_log.txt:FS: 0.060 0.795 0.907 0.877 1.000 0.000 0.026 4 904 225.015 41852 100 1 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 73036146.310 40.448 182.432
optmilp_20180405_decomp_automatic1_v940m5b_automatic4_stats1_hybrid_auto4_bench/cflp_m1_d_006_i2_decomp_automatic1_log.txt:FS: 0.002 0.239 0.981 0.243 1.000 0.000 0.283 4 113 107.133 1070 80 0 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 2528780.733 1.017 10.478
optmilp_20180405_decomp_automatic1_v940m5b_automatic4_stats1_hybrid_auto4_bench/cflp_m1_d_007_i3_decomp_automatic1_log.txt:FS: 0.002 0.647 0.915 0.713 0.992 0.000 0.068 4 96 57.500 936 26 1 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 3094631.969 0.328 6.587
optmilp_20180405_decomp_automatic1_v940m5b_automatic4_stats1_hybrid_auto4_bench/cflp_m1_d_008_i5_decomp_automatic1_log.txt:FS: 0.014 0.144 0.986 0.146 1.000 0.000 0.385 4 116 18.724 66 2 0 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 16615036.769 0.624 113.513
optmilp_20180405_decomp_automatic1_v940m5b_automatic4_stats1_hybrid_auto4_bench/cflp_m1_d_009_i1_decomp_automatic1_log.txt:FS: 0.023 0.637 0.823 0.796 0.973 0.001 0.046 4 42 560.762 5406 62 1 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 12792951.165 4.200 41.510
optmilp_20180405_decomp_automatic1_v940m5b_automatic4_stats1_hybrid_auto4_bench/charmS_decomp_automatic1_log.txt:FS: 0.007 0.864 0.910 0.995 0.954 0.002 0.001 4 19 2558.474 10784 912 1 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 2818.714 6.229 77.504
optmilp_20180405_decomp_automatic1_v940m5b_automatic4_stats1_hybrid_auto4_bench/chrom_1024_decomp_automatic1_log.txt:FS: 0.106 0.746 0.749 0.999 0.997 0.000 0.000 4 4 67569.000 74148 61780 1 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 3.000 33.333 3054.048
