Instance ATime AGood AGoodD AGoodBR AGoodBC ABorderC ABorderR ABlocksTry ABlocks AAveNZs AMaxNZs AMinNZs AisDBDF KMaxTime KTimeRemove KNRemove KNRemoveInner KTimeMerge KNMerge KNMergeInner KTimeComm KNComm KTimeOverall KGood KGoodD KGoodB Kborder KNBlocks KNBlocksNonT KAveNZs KMaxNZs KMinNZs KTimeToBest KIterOuterBest KNMergeInnerBest KNRemoveInnerBest RootBound RootGap TimeRootNode
optmilp_20180405_decomp_automatic1_v940m5b_automatic_stats1_hybrid_auto4_bench/batho_orig_decomp_automatic1_log.txt:FS: 1.275 0.588 0.805 0.731 1.000 0.000 0.063 6 42 4984.238 58376 6 0 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 1478.250 0.000 3.609
optmilp_20180405_decomp_automatic1_v940m5b_automatic_stats1_hybrid_auto4_bench/bc1_decomp_automatic1_log.txt:FS: 0.395 0.002 0.271 0.898 0.009 0.233 0.022 2 2 110286.000 184980 35592 1 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 2.484 37.620 3590.790
optmilp_20180405_decomp_automatic1_v940m5b_automatic_stats1_hybrid_auto4_bench/bc_decomp_automatic1_log.txt:FS: 0.454 0.003 0.165 0.919 0.017 0.205 0.017 2 4 57053.000 207518 4 1 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 4.618 51.590 3554.634
optmilp_20180405_decomp_automatic1_v940m5b_automatic_stats1_hybrid_auto4_bench/bdry0_79_decomp_automatic1_log.txt:FS: 0.145 0.415 0.751 0.937 0.590 0.026 0.013 4 25 1480.760 9275 4 1 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 21.751 2.385 3493.797
optmilp_20180405_decomp_automatic1_v940m5b_automatic_stats1_hybrid_auto4_bench/bdry1_79_decomp_automatic1_log.txt:FS: 0.146 0.415 0.751 0.937 0.590 0.026 0.013 4 25 1480.760 9275 4 1 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 24.628 2.140 3484.690
optmilp_20180405_decomp_automatic1_v940m5b_automatic_stats1_hybrid_auto4_bench/beasleyc3_decomp_automatic1_log.txt:FS: 0.046 0.293 0.502 0.819 0.712 0.017 0.040 2 14 462.643 3412 2 1 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 750.228 13.965 3592.124
optmilp_20180405_decomp_automatic1_v940m5b_automatic_stats1_hybrid_auto4_bench/bell3a_decomp_automatic1_log.txt:FS: 0.003 0.519 0.741 0.700 1.000 0.000 0.071 2 5 22.000 38 2 0 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 873790.113 0.556 0.076
optmilp_20180405_decomp_automatic1_v940m5b_automatic_stats1_hybrid_auto4_bench/bell5_decomp_automatic1_log.txt:FS: 0.004 0.378 0.480 0.788 1.000 0.000 0.048 2 3 48.667 91 2 0 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 8963151.119 0.401 0.059
optmilp_20180405_decomp_automatic1_v940m5b_automatic_stats1_hybrid_auto4_bench/berlin52MTZ_decomp_automatic1_log.txt:FS: 0.079 0.325 0.486 0.899 0.744 0.015 0.021 2 42 276.690 6945 2 1 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 7167.000 13.269 713.937
optmilp_20180405_decomp_automatic1_v940m5b_automatic_stats1_hybrid_auto4_bench/berlin_5_8_0_decomp_automatic1_log.txt:FS: 0.034 0.383 0.499 1.000 0.767 0.013 0.000 2 2 2285.000 2381 2189 1 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 62.000 0.000 961.848
optmilp_20180405_decomp_automatic1_v940m5b_automatic_stats1_hybrid_auto4_bench/bg512142_decomp_automatic1_log.txt:FS: 0.031 0.339 0.498 0.986 0.690 0.019 0.003 2 2 2212.500 2338 2087 1 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 160014.439 35.684 3597.940
optmilp_20180405_decomp_automatic1_v940m5b_automatic_stats1_hybrid_auto4_bench/bglng_decomp_automatic1_log.txt:FS: 0.102 0.911 0.990 0.921 1.000 0.000 0.017 8 99 453.869 942 411 0 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 -95.434 0.045 3.361
